id_credito,fecha_originacion,id_cliente,nombre_cliente,industria,monto,plazo_meses,canal,estatus_primer_pago
CRED-00922,2026-05-17,CLI-21649,Lic. Sergio Domínguez,Construcción,2318840.92,36,App Móvil,A Tiempo
CRED-00923,2026-04-24,CLI-18698,Sr. Adán Amador,Servicios,3322765.69,36,Sucursal,Tardío
CRED-00924,2026-05-08,CLI-55193,Sra. Sofía Gaona,Agricultura,2338171.21,9,App Móvil,A Tiempo
CRED-00925,2026-05-27,CLI-67179,Josefina Gabriela Barajas,Manufactura,3301521.0,6,Web,Tardío
CRED-00926,2026-04-28,CLI-92622,Gerónimo Adán Valenzuela,Agricultura,507192.52,6,App Móvil,Tardío
CRED-00927,,CLI-27956,Aurora Camarillo,Agricultura,1495452.99,18,App Móvil,A Tiempo
CRED-00928,2026-04-22,CLI-84477,Cristobal Mauro Perales,Salud,1342326.62,6,Web,A Tiempo
CRED-00929,2026-04-20,CLI-69011,Dr. Ángel Báez,Comercio,1171756.26,18,Sucursal,A Tiempo
CRED-00930,2026-07-06,CLI-98458,Dra. Minerva Ibarra,Tecnología,336764.5,48,Promotor,A Tiempo
CRED-00931,2026-05-27,CLI-24252,Dra. Rosa Crespo,Comercio,3653880.06,48,Sucursal,A Tiempo
CRED-00932,2026-05-20,CLI-04017,Judith Rojas,Alimentos y Bebidas,3116220.48,3,Sucursal,A Tiempo
CRED-00933,2026-07-07,CLI-72270,Genaro Rendón Montalvo,Salud,1170715.47,6,Promotor,A Tiempo
CRED-00934,2026-07-04,CLI-93533,Jorge Luis Jesús Sáenz Villagómez,Transporte,1438345.77,60,App Móvil,Tardío
CRED-00935,2026-06-27,CLI-18244,Gustavo Vicente Santiago Espinoza,Manufactura,3830266.13,6,App Móvil,A Tiempo
CRED-00936,2026-05-02,CLI-63294,Dr. Francisco Hernández,Educación,28368.07,9,App Móvil,A Tiempo
CRED-00937,2026-06-12,CLI-75500,Lic. Fidel Martínez,Servicios,3443537.72,18,Call Center,A Tiempo
CRED-00938,2026-06-13,CLI-52301,Leticia Fonseca Pedroza,Tecnología,-536451.4,36,Web,Tardío
CRED-00939,2026-06-05,CLI-60041,José Carlos Porfirio Garza,Agricultura,825014.86,6,Sucursal,A Tiempo
CRED-00940,2026-04-29,CLI-63362,Esther Raquel Bueno Briseño,Comercio,,36,Call Center,A Tiempo
CRED-00941,2026-05-24,CLI-43015,Miriam Cristal Esparza Lugo,Agricultura,3203115.1,3,Promotor,Tardío
CRED-00942,2026-05-19,CLI-56161,Olivia Irene Gil,Servicios,4889977.64,6,Promotor,Tardío
CRED-00943,2026-06-22,CLI-15610,María Eugenia Yuridia Cabrera Aguirre,Transporte,4077701.15,60,Call Center,Tardío
CRED-00944,2026-06-20,CLI-29435,Francisca Valenzuela Casillas,Construcción,107580.88,3,App Móvil,A Tiempo
CRED-00945,2026-05-11,CLI-76827,Gregorio de la Garza Cotto,Educación,298520.89,12,Sucursal,Tardío
CRED-00946,2026-04-28,CLI-72794,Noelia Posada Galindo,Tecnología,3167517.37,36,Promotor,A Tiempo
CRED-00947,2024-13-17,CLI-35848,Eugenia Rebeca Botello,Alimentos y Bebidas,1722468.06,36,Sucursal,Tardío
CRED-00948,2026-06-05,CLI-74258,Asunción Ana Luisa Cardona Batista,Comercio,3917723.72,9,Web,Tardío
CRED-00949,2026-07-14,CLI-32282,Elsa Camacho,Transporte,1515714.75,36,Call Center,A Tiempo
CRED-00950,2026-05-08,CLI-01140,José Manuél José Carlos Gollum Arreola,Construcción,2524789.76,18,App Móvil,A Tiempo
CRED-00951,2026-06-28,CLI-98579,Lic. Héctor Centeno,Construcción,2637379.53,48,Call Center,A Tiempo
CRED-00952,2026-04-20,CLI-20091,Irene Cepeda,Tecnología,534436.89,3,Sucursal,A Tiempo
CRED-00953,2026-06-21,CLI-37704,Ing. Magdalena Mateo,Tecnología,2193701.92,3,Call Center,A Tiempo
CRED-00954,2026-07-02,CLI-13052,Alta  Gracia Castañeda,Alimentos y Bebidas,1599887.37,36,Promotor,Tardío
CRED-00955,2026-07-11,CLI-72010,Lourdes Nayeli Zapata Rodríquez,Transporte,4802815.13,12,Promotor,Tardío
CRED-00956,2026-04-25,CLI-27179,Sra. Sara Peralta,Servicios,2300746.59,24,App Móvil,Tardío
CRED-00957,2026-07-13,CLI-01977,Rufino Federico Montero,Alimentos y Bebidas,747053.61,48,Call Center,A Tiempo
CRED-00958,2026-04-26,CLI-08079,Dra. Luz Muñoz,Salud,3098443.44,12,Sucursal,A Tiempo
CRED-00959,2026-06-22,CLI-51212,Salma Cortez Prado,Transporte,995731.24,9,Promotor,A Tiempo
CRED-00960,2026-04-28,CLI-64431,Ing. Estela Pedraza,Agricultura,4699895.02,12,Web,Tardío
CRED-00961,2026-06-15,CLI-99498,Óscar Fidel Castañeda Ureña,Agricultura,1947780.39,36,Sucursal,Tardío
CRED-00962,2026-06-09,CLI-61636,Ignacio Eric Coronado Muñiz,Transporte,747304.87,6,Web,Tardío
CRED-00963,2026-05-01,CLI-87473,Arturo Humberto Arevalo,Alimentos y Bebidas,3176045.81,36,Call Center,A Tiempo
CRED-00964,2026-04-27,CLI-70454,Zacarías Téllez,Agricultura,1582167.36,48,Sucursal,A Tiempo
CRED-00965,,CLI-33537,Mónica Salma Vargas,Construcción,1682936.09,6,Promotor,A Tiempo
,2026-05-17,CLI-12253,Vicente Miguel Rojas Franco,Educación,381985.81,18,App Móvil,A Tiempo
CRED-00967,2026-06-29,CLI-95904,Ramiro Marrero Rivas,Educación,528938.99,24,Sucursal,A Tiempo
CRED-00968,2026-05-26,CLI-24146,Sr. Zacarías Laureano,Tecnología,502048.63,48,App Móvil,A Tiempo
CRED-00969,2026-05-23,CLI-06926,Luis Manuel Chavarría Lucio,Educación,3063306.64,9,Web,Tardío
CRED-00970,2026-05-15,CLI-09183,Darío José Emilio Saavedra Rosales,Educación,187266.5,6,Web,Tardío
CRED-00971,2026-05-09,CLI-46051,Ing. Juan Sisneros,Educación,2404844.57,12,App Móvil,A Tiempo
CRED-00972,2026-06-08,CLI-17892,Violeta Arteaga Véliz,Comercio,3195591.78,12,Web,A Tiempo
CRED-00973,2026-06-08,CLI-90922,Vicente Rodolfo Montoya,Servicios,899328.66,18,Sucursal,A Tiempo
CRED-00974,2026-07-16,CLI-52803,Abigail Matos Saucedo,Alimentos y Bebidas,4618055.44,12,App Móvil,Tardío
CRED-00975,2026-07-12,CLI-75339,Germán Reyna,Agricultura,2607608.96,36,Web,A Tiempo
CRED-00976,2026-04-21,CLI-48759,Clara Abril Ruiz,Transporte,-2997370.7,9,Call Center,A Tiempo
CRED-00977,,CLI-12436,Srita. Bianca Villareal,Comercio,806016.09,12,Call Center,A Tiempo
CRED-00978,2026-06-13,CLI-10676,María Luisa Bianca Piña,Salud,157888.82,9,Web,A Tiempo
CRED-00979,2024-02-30,CLI-31657,Miguel Ángel Orta Garica,Salud,4777258.32,9,Call Center,A Tiempo
CRED-00416,2026-05-06,CLI-22705,Inés Roldán,Agricultura,2288981.37,36,Web,A Tiempo
CRED-00981,2026-06-06,CLI-31899,Cornelio Briseño,Construcción,3031860.83,9,Promotor,Tardío
CRED-00982,2026-05-30,CLI-56556,Sr. Jaime Mercado,Tecnología,821682.94,48,Sucursal,Tardío
CRED-00983,2026-05-25,CLI-63411,Abril Vanegas Martínez,Servicios,2130680.28,12,App Móvil,Tardío
CRED-00984,2026-04-20,CLI-78932,Celia Amalia Manzanares Díaz,Comercio,3737599.35,24,Sucursal,Tardío
CRED-00985,2026-06-23,CLI-61506,Ing. Margarita Saldaña,Agricultura,3104152.02,3,Sucursal,A Tiempo
CRED-00986,2026-05-28,CLI-31857,Nancy Mondragón Duarte,Servicios,822323.97,9,Web,A Tiempo
CRED-00987,2026-05-02,CLI-64961,Luis Manuel Zamudio,Servicios,1386999.07,12,App Móvil,A Tiempo
CRED-00988,2026-06-15,CLI-54668,Dr. Pedro Escalante,Servicios,4397537.41,3,Promotor,A Tiempo
CRED-00989,2026-05-20,CLI-34667,Felipe Batista Llamas,Transporte,346797.89,18,Web,A Tiempo
CRED-00990,2026-07-05,CLI-64146,Wilfrido Felix Vallejo,Comercio,3601522.01,3,App Móvil,A Tiempo
,2026-05-30,CLI-13822,Claudia Minerva Jaimes Villalobos,Comercio,3502819.37,48,App Móvil,A Tiempo
CRED-00992,2026-07-04,CLI-86374,Lilia Hermelinda Leyva,Agricultura,3545309.93,60,Promotor,A Tiempo
CRED-00993,2026-07-09,CLI-49245,Graciela Teresa Puente,Manufactura,1047660.73,36,Web,Tardío
CRED-00994,2026-04-30,CLI-32695,Citlali Alta  Gracia Jáquez,Educación,251942.91,12,App Móvil,A Tiempo
CRED-00995,2026-06-14,CLI-72342,Jaqueline Mariana Leiva Elizondo,Educación,1484196.37,60,Call Center,A Tiempo
CRED-00996,2026-06-23,CLI-84312,Roberto Rosales Peralta,Agricultura,4695434.55,12,Web,A Tiempo
CRED-00997,2026-04-19,CLI-53805,Armando Guillermo Barreto Acuña,Transporte,1351080.88,3,Call Center,Tardío
CRED-00998,2026-05-12,CLI-20440,Alvaro César Granado,Construcción,2995457.5,60,Call Center,A Tiempo
CRED-00999,2026-07-05,CLI-60714,Hermelinda Rolón Ordóñez,Transporte,3079179.18,36,App Móvil,A Tiempo
CRED-01000,2026-07-07,CLI-76242,Ing. Abel Manzanares,Agricultura,1474174.39,36,Sucursal,A Tiempo
CRED-01001,2026-07-14,CLI-92769,Lic. Cornelio Gastélum,Educación,3820099.16,60,App Móvil,A Tiempo
CRED-01002,2026-07-06,CLI-39209,Sra. Marisela Briseño,Construcción,3745645.67,9,Sucursal,A Tiempo
CRED-01003,2026-05-22,CLI-28672,Ing. Caridad Rubio,Manufactura,4372862.29,12,App Móvil,A Tiempo
CRED-01004,2026-05-23,CLI-46022,Dr. Augusto Gastélum,Servicios,3580115.48,60,Web,A Tiempo
CRED-01005,2026-04-28,CLI-78707,Pedro Llamas,Educación,4991370.34,18,Sucursal,A Tiempo
CRED-01006,2026-05-04,CLI-74852,Modesto Renato Rael,Transporte,3209819.18,3,Call Center,A Tiempo
,2026-07-01,CLI-67793,Ing. Perla Rivera,Tecnología,3594584.65,36,Promotor,A Tiempo
CRED-01008,2026-07-15,CLI-29718,Celia Marisela Fajardo,Transporte,2785545.82,18,Web,Tardío
CRED-01009,2026-04-22,CLI-98102,Ana Alejandra Lozano Velázquez,Transporte,3151223.3,9,App Móvil,A Tiempo
CRED-01010,2026-07-13,CLI-12072,Gonzalo Omar Carbajal,Alimentos y Bebidas,4965084.85,18,App Móvil,A Tiempo
CRED-01011,2026-05-06,CLI-62122,Amelia Blanca Bermúdez,Tecnología,4264332.44,36,Web,Tardío
CRED-01012,2026-04-24,CLI-00374,Estela Cervantes,Servicios,1638922.68,48,Web,A Tiempo
CRED-01013,2026-06-11,CLI-23792,Alonso Romero,Manufactura,756466.6,12,Web,A Tiempo
CRED-01014,2026-07-07,CLI-01679,Claudio Maximiliano Brito Archuleta,Manufactura,3880657.08,6,App Móvil,A Tiempo
CRED-01015,2026-07-02,CLI-39841,Ing. Mariano Ávila,Servicios,1447522.91,36,Call Center,A Tiempo
CRED-01016,2026-05-21,CLI-11677,Concepción Garica,Manufactura,862526.97,60,Sucursal,A Tiempo
CRED-01017,2026-04-19,CLI-98974,Agustín Robledo,Agricultura,2284855.84,24,App Móvil,A Tiempo
CRED-01018,2026-06-15,CLI-68364,Marisol Antonia Raya,Comercio,27695.87,12,Promotor,A Tiempo
CRED-01019,2026-05-30,CLI-97160,René Alonso Mercado Iglesias,Transporte,1357775.38,24,Promotor,Tardío
CRED-01020,2026-06-02,CLI-52437,Héctor Rubén Arce Altamirano,Servicios,4762340.5,36,Call Center,A Tiempo
CRED-01021,2026-04-30,CLI-32037,Victoria Gálvez,Alimentos y Bebidas,3255258.17,6,Promotor,Tardío
CRED-01022,2026-05-25,CLI-21661,Ramón Reyna Beltrán,Transporte,1312254.34,18,Web,A Tiempo
CRED-01023,2026-04-17,CLI-98709,Virginia Natividad Almonte,Agricultura,520043.41,24,Web,A Tiempo
CRED-01024,2026-05-19,CLI-39452,Alejandro Pascual Montenegro,Manufactura,55841.4,9,Call Center,Tardío
CRED-01025,2026-04-28,CLI-84622,Alonso Gonzalo Naranjo Dueñas,Salud,4970498.95,12,Web,A Tiempo
CRED-01026,2026-07-12,CLI-46416,Cornelio Javier Lugo Ortega,Servicios,1367619.96,3,Web,A Tiempo
CRED-01027,2026-06-28,CLI-95952,Mateo Francisco Márquez Fajardo,Transporte,2447893.57,60,Promotor,A Tiempo
CRED-01028,2026-06-08,CLI-66570,Espartaco Rafaél Sisneros Casillas,Tecnología,607413.0,6,Sucursal,A Tiempo
CRED-01029,2026-05-24,CLI-89805,Silvia Andrea Jáquez Muro,Manufactura,3390446.93,48,Promotor,A Tiempo
CRED-01030,2026-06-25,CLI-14565,Miguel Ángel Ernesto Zamudio Reynoso,Comercio,4102753.99,48,Call Center,Tardío
CRED-01031,2026-04-23,CLI-82941,Reina Arcelia Meraz Quiñónez,Salud,3538358.38,9,Sucursal,Tardío
CRED-01032,2026-06-15,CLI-73203,Norma Isabela Peña Barrios,Transporte,1266074.2,3,Call Center,A Tiempo
,2026-06-16,CLI-89040,Juan Carlos Dueñas,Transporte,106299.4,6,Promotor,A Tiempo
CRED-01034,2026-06-23,CLI-50730,Nicolás Ozuna,Tecnología,4554585.27,36,Web,A Tiempo
CRED-01035,2026-07-11,CLI-16758,Ing. Isabel Carmona,Comercio,4636862.54,3,Promotor,A Tiempo
CRED-01036,2026-06-02,CLI-42943,Alejandro Cervantes,Comercio,2329838.53,6,Web,A Tiempo
CRED-01037,2026-05-14,CLI-61372,Dulce María Dulce Dueñas Ávalos,Manufactura,,12,Sucursal,A Tiempo
CRED-01038,2026-04-30,CLI-17882,Antonio Chavarría,Servicios,4813269.07,18,Promotor,Tardío
CRED-01039,,CLI-94524,Isabela Lourdes Ávalos,Salud,3993303.46,12,Sucursal,Tardío
CRED-01040,2026-05-01,CLI-93839,Ernesto Chavarría Collazo,Salud,1375631.74,12,App Móvil,A Tiempo
CRED-01041,2026-05-23,CLI-75496,Guadalupe Batista,Educación,3649112.55,48,Sucursal,A Tiempo
CRED-01042,2026-05-30,CLI-19608,Octavio Fajardo Rentería,Educación,3208823.84,24,App Móvil,A Tiempo
CRED-01043,2026-05-24,CLI-95406,Sra. Josefina Armenta,Construcción,1401951.92,9,Promotor,A Tiempo
CRED-01044,2026-06-02,CLI-15328,Antonia Pineda Espinoza,Construcción,4963529.62,60,Call Center,Tardío
CRED-01045,2026-04-24,CLI-59487,Lic. Yolanda Leiva,Servicios,2728161.93,6,App Móvil,A Tiempo
CRED-01046,2026-05-11,CLI-37606,Josefina Luz Corral,Tecnología,4815267.54,48,Promotor,Tardío
CRED-01047,2026-06-15,CLI-44417,Lic. Gonzalo Vargas,Agricultura,4117847.67,9,Sucursal,Tardío
CRED-01048,2026-05-18,CLI-02985,Zacarías Augusto Ontiveros Noriega,Alimentos y Bebidas,2839583.11,3,Call Center,Tardío
CRED-01049,2026-05-28,CLI-95641,Dr. Oswaldo Tirado,Alimentos y Bebidas,1669917.13,18,Call Center,A Tiempo
CRED-01050,2026-04-22,CLI-18821,Dr. Miguel Ángel Orozco,Comercio,3639691.78,36,App Móvil,A Tiempo
CRED-01051,2026-04-20,CLI-61450,Sofía Judith Pichardo,Servicios,3682721.04,9,Promotor,A Tiempo
CRED-01052,2026-06-25,CLI-25184,Óliver Almonte Valverde,Tecnología,2740508.31,24,Sucursal,A Tiempo
CRED-01053,2026-05-27,CLI-60156,Alma Carlota de la Crúz,Salud,2412832.13,36,Call Center,A Tiempo
CRED-01054,2026-06-04,CLI-91919,Aurora Cristina Romo,Alimentos y Bebidas,394922.58,12,App Móvil,A Tiempo
CRED-01055,2026-05-20,CLI-95320,Fabiola Virginia Gaitán,Servicios,2285805.11,18,Web,A Tiempo
CRED-01056,2026-05-07,CLI-03721,Mauro Guillen Saavedra,Transporte,276903.05,12,Web,A Tiempo
CRED-01057,,CLI-81812,Tomás José Eduardo Nevárez Solís,Salud,2030041.24,9,Sucursal,A Tiempo
CRED-01058,2026-07-03,CLI-87170,Juan Gabino Garza,Servicios,2882262.26,24,Sucursal,Tardío
CRED-01059,2026-05-25,CLI-34099,Mariana Ríos,Comercio,2592026.99,60,Promotor,A Tiempo
CRED-01060,2026-07-04,CLI-71548,Humberto Reyes,Transporte,1296466.9,48,Promotor,Tardío
CRED-01061,2026-07-01,CLI-77965,Benito Patricio Carranza,Manufactura,4119843.79,6,Sucursal,A Tiempo
CRED-01062,2026-05-25,CLI-57624,Silvia Niño Holguín,Tecnología,2881425.4,6,App Móvil,A Tiempo
CRED-01063,2026-07-16,CLI-82298,Lic. Lilia Velázquez,Comercio,4916027.89,36,Sucursal,A Tiempo
CRED-01064,2026-06-07,CLI-84084,Homero Pascual Montaño,Servicios,-4568984.97,36,Sucursal,Tardío
CRED-01065,2026-05-01,CLI-64469,Estefanía Zúñiga,Agricultura,2845235.03,60,App Móvil,A Tiempo
CRED-01066,2026-06-23,CLI-41219,Adriana Camila Pabón Robledo,Construcción,3771258.88,48,Promotor,A Tiempo
CRED-01067,2026-07-04,CLI-20827,Estela Garay,Agricultura,1123383.38,60,Sucursal,A Tiempo
CRED-01068,2026-07-14,CLI-10323,Linda Esparza,Alimentos y Bebidas,2764694.23,60,Sucursal,Tardío
CRED-01069,2026-05-21,CLI-10243,Salvador Renato Cardenas Sepúlveda,Manufactura,3927067.24,6,Web,A Tiempo
CRED-01070,2026-05-03,CLI-50654,Óscar Ríos,Comercio,4057083.5,3,Web,A Tiempo
CRED-01071,2026-06-19,CLI-75768,Blanca Mercedes Gurule,Manufactura,2197704.48,60,Promotor,Tardío
CRED-01072,2026-06-04,CLI-25971,María José Lorena Aponte,Transporte,3234438.06,3,Sucursal,A Tiempo
CRED-01073,2026-05-30,CLI-73463,Reynaldo Mauro Crespo,Alimentos y Bebidas,1753567.74,12,Call Center,A Tiempo
CRED-01074,2026-05-19,CLI-25313,Israel Cordero Sevilla,Tecnología,177314.58,24,Promotor,Tardío
CRED-01075,2026-05-20,CLI-24115,Eugenio Patricio Casas,Salud,-2144259.67,12,Call Center,Tardío
CRED-01076,26/11/2024,CLI-79837,Marisela Ruby Carrión,Manufactura,4514285.25,3,Web,A Tiempo
CRED-01077,2026-07-14,CLI-73752,Patricio Amaya,Alimentos y Bebidas,155484.16,9,Web,A Tiempo
CRED-01078,2026-05-13,CLI-73945,César Espartaco Amador Robles,Manufactura,2230128.53,60,App Móvil,A Tiempo
CRED-01079,2026-04-26,CLI-57840,Sra. Paola Chavarría,Servicios,4606488.85,9,Promotor,A Tiempo
CRED-00296,2026-04-23,CLI-04358,Aldonza Adriana Navarrete Espinoza,Educación,4664366.51,48,Promotor,Tardío
CRED-01081,2026-07-02,CLI-74209,Sra. Esmeralda Perea,Agricultura,2009390.48,60,Sucursal,A Tiempo
CRED-01082,2026-04-30,CLI-16952,Santiago Clemente Mercado,Tecnología,1953752.39,12,Promotor,Tardío
CRED-01083,2026-05-16,CLI-20354,Alta  Gracia Carrión,Agricultura,4034720.32,9,Call Center,A Tiempo
CRED-01084,2026-06-05,CLI-98108,Carla Quintero,Servicios,4118600.43,9,App Móvil,A Tiempo
CRED-01085,2026-06-09,CLI-78609,Frida Mota Estrada,Construcción,566212.65,9,App Móvil,Tardío
CRED-01086,,CLI-74424,Víctor Chavarría,Servicios,2330949.25,48,Call Center,A Tiempo
CRED-00392,2026-06-05,CLI-82458,Victoria María José Garay,Agricultura,1629498.88,9,Promotor,A Tiempo
CRED-01088,2026-05-25,CLI-94586,Gregorio Serafín Cantú Lucio,Comercio,4170563.19,6,Web,A Tiempo
CRED-01089,2026-05-18,CLI-29199,Jos Navarrete Cortés,Educación,3265298.73,24,Promotor,A Tiempo
CRED-01090,2026-05-15,CLI-74520,Jacinto Homero Zaragoza,Tecnología,265605.49,36,Web,A Tiempo
CRED-01091,2026-04-19,CLI-13468,Ramón Orta Bermúdez,Salud,2560413.3,36,Web,A Tiempo
CRED-01092,2026-06-27,CLI-50302,Ing. Lucas Dávila,Educación,868654.67,18,Call Center,A Tiempo
CRED-01093,2026-04-18,CLI-92076,Santiago Rafaél Rojas,Tecnología,277759.16,60,Sucursal,A Tiempo
CRED-01094,2026-06-29,CLI-53456,Silvano Segura Roybal,Educación,,24,Call Center,A Tiempo
CRED-01095,2026-05-26,CLI-83657,Esther Sandoval,Tecnología,3855965.17,12,Sucursal,A Tiempo
CRED-01096,2026-05-07,CLI-14835,Sandra María José Acuña,Agricultura,1262692.18,12,Web,A Tiempo
CRED-01097,2026-05-23,CLI-79693,Ing. Marisol Jaimes,Transporte,3853493.23,60,App Móvil,Tardío
CRED-01098,2026-05-03,CLI-34224,Uriel Martínez,Tecnología,4473190.95,9,Web,Tardío
CRED-01099,2026-06-05,CLI-28749,Srita. Sara Peña,Alimentos y Bebidas,3420600.62,36,App Móvil,A Tiempo
CRED-01100,2026-04-19,CLI-23443,Srita. Estela Ibarra,Tecnología,2728734.17,48,Promotor,A Tiempo
CRED-01101,2026-06-15,CLI-92015,Serafín Bernardo Alvarado Lucero,Transporte,2382784.73,36,App Móvil,A Tiempo
CRED-01102,2026-05-01,CLI-15070,Espartaco Vanegas,Manufactura,3682811.38,60,Call Center,Tardío
CRED-01103,2026-05-29,CLI-01551,Srita. Violeta Abreu,Comercio,3738205.66,24,Promotor,Tardío
CRED-01104,2026-05-09,CLI-17944,Horacio Acuña Orozco,Construcción,4876049.32,60,App Móvil,A Tiempo
CRED-01105,2026-06-04,CLI-30416,Pedro Gerónimo Domínguez Benavides,Agricultura,45080.45,24,Sucursal,A Tiempo
CRED-01106,2026-07-16,CLI-93276,Salma Mora,Salud,402553.16,9,App Móvil,A Tiempo
CRED-01107,2026-07-04,CLI-98055,Elsa Jurado,Manufactura,2718367.73,12,Sucursal,Tardío
CRED-01108,2026-04-19,CLI-87403,Ángel Casillas Corral,Agricultura,4119145.83,24,Sucursal,A Tiempo
CRED-01109,2026-06-29,CLI-97701,Eugenia Anabel Salgado,Salud,1289546.17,6,Web,A Tiempo
CRED-01110,2026-05-15,CLI-73869,María Eugenia Garrido,Construcción,743257.05,36,Promotor,Tardío
CRED-01111,2026-05-14,CLI-18976,Citlali Castellanos Regalado,Servicios,788848.93,12,Web,A Tiempo
CRED-01112,2026-04-19,CLI-16424,José María Gaitán Lira,Alimentos y Bebidas,3678174.98,3,Call Center,Tardío
CRED-01113,2026-06-07,CLI-55955,Débora Anaya Merino,Comercio,457054.96,60,Sucursal,A Tiempo
CRED-01114,2026-07-14,CLI-41020,Cornelio de la Fuente Laboy,Salud,2484729.11,12,Promotor,A Tiempo
CRED-01115,2026-05-28,CLI-42213,Trinidad Ilse Márquez,Manufactura,272328.61,36,Web,A Tiempo
CRED-01116,2026-05-16,CLI-62201,Dra. Amanda Pineda,Comercio,3282647.91,48,Sucursal,A Tiempo
CRED-01117,2026-05-30,CLI-11288,Lic. Reynaldo Espinoza,Salud,426567.83,36,Promotor,A Tiempo
CRED-01118,2026-06-29,CLI-62802,Ing. Eduardo Jaramillo,Alimentos y Bebidas,2487871.52,12,Web,A Tiempo
CRED-01119,2026-06-30,CLI-84064,Sra. Socorro Morales,Educación,1260262.19,12,Call Center,A Tiempo
CRED-01120,2026-04-28,CLI-91498,Delia Karina Patiño Garrido,Salud,2920166.88,3,Sucursal,Tardío
CRED-01121,2026-06-21,CLI-40210,Ofelia Barbara Escalante Carrillo,Salud,810147.33,18,Promotor,Tardío
CRED-01122,2026-06-11,CLI-67942,Mario Corona,Alimentos y Bebidas,3558310.03,48,Sucursal,A Tiempo
CRED-01123,2026-05-23,CLI-65060,Alicia Frida Solorio,Salud,573738.83,48,App Móvil,A Tiempo
CRED-01124,2026-06-28,CLI-90140,Inés Olivo,Salud,509604.18,6,Web,A Tiempo
CRED-01125,2026-06-11,CLI-15507,Gilberto Cruz de Jesús,Comercio,2314951.4,24,Web,A Tiempo
CRED-01126,2026-05-02,CLI-34737,Dra. Gloria Iglesias,Agricultura,905391.27,24,App Móvil,A Tiempo
CRED-01127,2026-05-20,CLI-97873,Gustavo Alcaraz,Educación,4735745.08,60,Call Center,A Tiempo
CRED-01128,2026-05-01,CLI-71349,Rafaél del Valle,Comercio,1434580.98,60,Web,A Tiempo
CRED-01129,2026-06-10,CLI-71107,Rosa Alta  Gracia Castañeda Figueroa,Salud,1876311.28,48,Sucursal,A Tiempo
CRED-01130,2026-05-07,CLI-97842,Úrsula Guadalupe Morales Gaitán,Alimentos y Bebidas,4968734.62,3,Promotor,A Tiempo
CRED-01131,2026-05-12,CLI-93988,Sr. Bruno Bravo,Construcción,755738.5,60,Promotor,A Tiempo
CRED-01132,2026-05-20,CLI-44976,Berta Aida Aguayo,Alimentos y Bebidas,2959029.2,24,Promotor,A Tiempo
CRED-01133,2026-05-15,CLI-28597,Rufino Renato Páez Iglesias,Construcción,343432.77,18,App Móvil,A Tiempo
CRED-01134,2026-07-07,CLI-46504,Maximiliano Gonzalo Cano,Alimentos y Bebidas,2366123.98,36,Promotor,A Tiempo
CRED-01135,2026-05-19,CLI-29547,Dra. Diana Gonzales,Alimentos y Bebidas,3699392.81,60,Call Center,A Tiempo
CRED-01136,2026-06-10,CLI-26886,Concepción Saiz,Salud,1408625.84,6,App Móvil,A Tiempo
CRED-01137,2026-04-20,CLI-54656,Sr. Juan Zaragoza,Salud,2274121.76,3,Sucursal,A Tiempo
CRED-01138,2026-04-30,CLI-78804,Andrés Silvano Urías,Agricultura,3251741.11,9,Promotor,A Tiempo
CRED-01139,2026-07-11,CLI-85939,Pablo Cristobal Burgos,Comercio,463287.12,24,Promotor,A Tiempo
CRED-01140,2026-06-05,CLI-17966,Dr. Abel Holguín,Servicios,1227122.83,9,Web,A Tiempo
CRED-01141,2026-04-17,CLI-20090,Carlota Aldonza Rico Hernádez,Educación,4051426.37,48,Web,A Tiempo
CRED-01142,2026-06-05,CLI-37763,Andrés Menéndez,Tecnología,4485151.93,24,Web,Tardío
CRED-01143,2026-06-25,CLI-36953,Wendolin Sessa Quiñónez Bravo,Servicios,3520308.81,3,Web,A Tiempo
CRED-01144,2026-06-09,CLI-54601,Sr. Javier Carrillo,Servicios,1863474.23,9,Sucursal,A Tiempo
CRED-01145,2026-04-24,CLI-95585,Sessa Cardona,Salud,645247.12,12,Sucursal,A Tiempo
CRED-01146,2026-04-29,CLI-43156,Dra. Marisol Sotelo,Alimentos y Bebidas,3169323.64,60,Promotor,A Tiempo
CRED-01147,2026-04-24,CLI-68002,Carlos Muñoz Vargas,Alimentos y Bebidas,474065.62,60,App Móvil,A Tiempo
CRED-01148,2026-05-06,CLI-70918,Tomás Olivo Mena,Servicios,4723736.06,24,Call Center,A Tiempo
CRED-01149,2026-06-03,CLI-28200,Perla María del Carmen Longoria,Alimentos y Bebidas,4498035.44,18,Promotor,Tardío
